"Input number 35655 with intial rewrite term caaababbabaaabbbd
Generated final number 3 with final rewrite term cbd
Number of steps: 1878  Number of array doubles: 1"
Term	Number
cbbaabebbbabbbaabbbaabd	5633849
cbbaafbbbbabbbaabbbaabd	5633849
cbbaebbbbbabbbaabbbaabd	5633849
cbbeabbbbbabbbaabbbaabd	5633849
cbfbabbbbbabbbaabbbaabd	5633849
cgababbbbbabbbaabbbaabd	5633849
cabababbbbbabbbaabbbaabd	5633849
cabababbbbbabbbaabbbebd	4225387
cabababbbbbabbbaabbfbbd	4225387
cabababbbbbabbbaabgabbd	4225387
cabababbbbbabbbaagbabbd	4225387
cabababbbbbabbbafababbd	4225387
cabababbbbbabbbebababbd	4225387
cabababbbbbabbfbbababbd	4225387
cabababbbbbabgabbababbd	4225387
cabababbbbbagbabbababbd	4225387
cabababbbbbfababbababbd	4225387
cabababbbbgaababbababbd	4225387
cabababbbgbaababbababbd	4225387
cabababbgbbaababbababbd	4225387
cabababgbbbaababbababbd	4225387
cababagbbbbaababbababbd	4225387
cababfabbbbaababbababbd	4225387
cabagaabbbbaababbababbd	4225387
cabfaaabbbbaababbababbd	4225387
cagaaaabbbbaababbababbd	4225387
cfaaaaabbbbaababbababbd	4225387
caaaaaaabbbbaababbababbd	4225387
caaaaaaabbbbaababbabagbd	6338081
caaaaaaabbbbaababbabfabd	6338081
caaaaaaabbbbaababbagaabd	6338081
caaaaaaabbbbaababbfaaabd	6338081
caaaaaaabbbbaababgaaaabd	6338081
caaaaaaabbbbaabagbaaaabd	6338081
caaaaaaabbbbaabfabaaaabd	6338081
caaaaaaabbbbaagaabaaaabd	6338081
caaaaaaabbbbafaaabaaaabd	6338081
caaaaaaabbbbebaaabaaaabd	6338081
caaaaaaabbbfbbaaabaaaabd	6338081
caaaaaaabbgabbaaabaaaabd	6338081
caaaaaaabgbabbaaabaaaabd	6338081
caaaaaaagbbabbaaabaaaabd	6338081
caaaaaafabbabbaaabaaaabd	6338081
caaaaaebabbabbaaabaaaabd	6338081
caaaaeababbabbaaabaaaabd	6338081
caaaeaababbabbaaabaaaabd	6338081
caaeaaababbabbaaabaaaabd	6338081
caeaaaababbabbaaabaaaabd	6338081
ceaaaaababbabbaaabaaaabd	6338081
cbaaaaababbabbaaabaaaabd	6338081
cbaaaaababbabbaaabaaebd	4753561
cbaaaaababbabbaaabaeabd	4753561
cbaaaaababbabbaaabeaabd	4753561
cbaaaaababbabbaaafbaabd	4753561
cbaaaaababbabbaaebbaabd	4753561
cbaaaaababbabbaeabbaabd	4753561
cbaaaaababbabbeaabbaabd	4753561
cbaaaaababbabfbaabbaabd	4753561
cbaaaaababbagabaabbaabd	4753561
cbaaaaababbfaabaabbaabd	4753561
cbaaaaababgaaabaabbaabd	4753561
cbaaaaabagbaaabaabbaabd	4753561
cbaaaaabfabaaabaabbaabd	4753561
cbaaaaagaabaaabaabbaabd	4753561
cbaaaafaaabaaabaabbaabd	4753561
