"Input number 9124174 with intial rewrite term caaababbaabbbaababaabbbad
Generated final number 106646868445 with final rewrite term cbaaabbababaababaabbaaaabaaabbbabbbabd
Number of steps: 1784  Number of array doubles: 0"
Term	Number
cbbbbaaaaaaafabaaabbaaaaaaabbaabbbd	24967168103
cbbbbaaaaaaebabaaabbaaaaaaabbaabbbd	24967168103
cbbbbaaaaaeababaaabbaaaaaaabbaabbbd	24967168103
cbbbbaaaaeaababaaabbaaaaaaabbaabbbd	24967168103
cbbbbaaaeaaababaaabbaaaaaaabbaabbbd	24967168103
cbbbbaaeaaaababaaabbaaaaaaabbaabbbd	24967168103
cbbbbaeaaaaababaaabbaaaaaaabbaabbbd	24967168103
cbbbbeaaaaaababaaabbaaaaaaabbaabbbd	24967168103
cbbbfbaaaaaababaaabbaaaaaaabbaabbbd	24967168103
cbbgabaaaaaababaaabbaaaaaaabbaabbbd	24967168103
cbgbabaaaaaababaaabbaaaaaaabbaabbbd	24967168103
cgbbabaaaaaababaaabbaaaaaaabbaabbbd	24967168103
cabbbabaaaaaababaaabbaaaaaaabbaabbbd	24967168103
cabbbabaaaaaababaaabbaaaaaaabbaabbgd	37450752155
cabbbabaaaaaababaaabbaaaaaaabbaabgbd	37450752155
cabbbabaaaaaababaaabbaaaaaaabbaagbbd	37450752155
cabbbabaaaaaababaaabbaaaaaaabbafabbd	37450752155
cabbbabaaaaaababaaabbaaaaaaabbebabbd	37450752155
cabbbabaaaaaababaaabbaaaaaaabfbbabbd	37450752155
cabbbabaaaaaababaaabbaaaaaaagabbabbd	37450752155
cabbbabaaaaaababaaabbaaaaaafaabbabbd	37450752155
cabbbabaaaaaababaaabbaaaaaebaabbabbd	37450752155
cabbbabaaaaaababaaabbaaaaeabaabbabbd	37450752155
cabbbabaaaaaababaaabbaaaeaabaabbabbd	37450752155
cabbbabaaaaaababaaabbaaeaaabaabbabbd	37450752155
cabbbabaaaaaababaaabbaeaaaabaabbabbd	37450752155
cabbbabaaaaaababaaabbeaaaaabaabbabbd	37450752155
cabbbabaaaaaababaaabfbaaaaabaabbabbd	37450752155
cabbbabaaaaaababaaagabaaaaabaabbabbd	37450752155
cabbbabaaaaaababaafaabaaaaabaabbabbd	37450752155
cabbbabaaaaaababaebaabaaaaabaabbabbd	37450752155
cabbbabaaaaaababeabaabaaaaabaabbabbd	37450752155
cabbbabaaaaaabafbabaabaaaaabaabbabbd	37450752155
cabbbabaaaaaabebbabaabaaaaabaabbabbd	37450752155
cabbbabaaaaaafbbbabaabaaaaabaabbabbd	37450752155
cabbbabaaaaaebbbbabaabaaaaabaabbabbd	37450752155
cabbbabaaaaeabbbbabaabaaaaabaabbabbd	37450752155
cabbbabaaaeaabbbbabaabaaaaabaabbabbd	37450752155
cabbbabaaeaaabbbbabaabaaaaabaabbabbd	37450752155
cabbbabaeaaaabbbbabaabaaaaabaabbabbd	37450752155
cabbbabeaaaaabbbbabaabaaaaabaabbabbd	37450752155
cabbbafbaaaaabbbbabaabaaaaabaabbabbd	37450752155
cabbbebbaaaaabbbbabaabaaaaabaabbabbd	37450752155
cabbfbbbaaaaabbbbabaabaaaaabaabbabbd	37450752155
cabgabbbaaaaabbbbabaabaaaaabaabbabbd	37450752155
cagbabbbaaaaabbbbabaabaaaaabaabbabbd	37450752155
cfababbbaaaaabbbbabaabaaaaabaabbabbd	37450752155
caaababbbaaaaabbbbabaabaaaaabaabbabbd	37450752155
caaababbbaaaaabbbbabaabaaaaabaabbabgd	56176128233
caaababbbaaaaabbbbabaabaaaaabaabbagbd	56176128233
caaababbbaaaaabbbbabaabaaaaabaabbfabd	56176128233
caaababbbaaaaabbbbabaabaaaaabaabgaabd	56176128233
caaababbbaaaaabbbbabaabaaaaabaagbaabd	56176128233
caaababbbaaaaabbbbabaabaaaaabafabaabd	56176128233
caaababbbaaaaabbbbabaabaaaaabebabaabd	56176128233
caaababbbaaaaabbbbabaabaaaaafbbabaabd	56176128233
caaababbbaaaaabbbbabaabaaaaebbbabaabd	56176128233
caaababbbaaaaabbbbabaabaaaeabbbabaabd	56176128233
caaababbbaaaaabbbbabaabaaeaabbbabaabd	56176128233
caaababbbaaaaabbbbabaabaeaaabbbabaabd	56176128233
caaababbbaaaaabbbbabaabeaaaabbbabaabd	56176128233
caaababbbaaaaabbbbabaafbaaaabbbabaabd	56176128233
caaababbbaaaaabbbbabaebbaaaabbbabaabd	56176128233
caaababbbaaaaabbbbabeabbaaaabbbabaabd	56176128233
caaababbbaaaaabbbbafbabbaaaabbbabaabd	56176128233
caaababbbaaaaabbbbebbabbaaaabbbabaabd	56176128233
caaababbbaaaaabbbfbbbabbaaaabbbabaabd	56176128233
caaababbbaaaaabbgabbbabbaaaabbbabaabd	56176128233
caaababbbaaaaabgbabbbabbaaaabbbabaabd	56176128233
caaababbbaaaaagbbabbbabbaaaabbbabaabd	56176128233
caaababbbaaaafabbabbbabbaaaabbbabaabd	56176128233
caaababbbaaaebabbabbbabbaaaabbbabaabd	56176128233
caaababbbaaeababbabbbabbaaaabbbabaabd	56176128233
caaababbbaeaababbabbbabbaaaabbbabaabd	56176128233
caaababbbeaaababbabbbabbaaaabbbabaabd	56176128233
caaababbfbaaababbabbbabbaaaabbbabaabd	56176128233
caaababgabaaababbabbbabbaaaabbbabaabd	56176128233
caaabagbabaaababbabbbabbaaaabbbabaabd	56176128233
caaabfababaaababbabbbabbaaaabbbabaabd	56176128233
caaagaababaaababbabbbabbaaaabbbabaabd	56176128233
caafaaababaaababbabbbabbaaaabbbabaabd	56176128233
caebaaababaaababbabbbabbaaaabbbabaabd	56176128233
ceabaaababaaababbabbbabbaaaabbbabaabd	56176128233
cbabaaababaaababbabbbabbaaaabbbabaabd	56176128233
cbabaaababaaababbabbbabbaaaabbbabaagd	84264192350
cbabaaababaaababbabbbabbaaaabbbabafad	84264192350
cbabaaababaaababbabbbabbaaaabbbabebad	84264192350
cbabaaababaaababbabbbabbaaaabbbafbbad	84264192350
cbabaaababaaababbabbbabbaaaabbbebbbad	84264192350
cbabaaababaaababbabbbabbaaaabbfbbbbad	84264192350
cbabaaababaaababbabbbabbaaaabgabbbbad	84264192350
cbabaaababaaababbabbbabbaaaagbabbbbad	84264192350
cbabaaababaaababbabbbabbaaafababbbbad	84264192350
cbabaaababaaababbabbbabbaaebababbbbad	84264192350
cbabaaababaaababbabbbabbaeabababbbbad	84264192350
cbabaaababaaababbabbbabbeaabababbbbad	84264192350
cbabaaababaaababbabbbabfbaabababbbbad	84264192350
cbabaaababaaababbabbbagabaabababbbbad	84264192350
cbabaaababaaababbabbbfaabaabababbbbad	84264192350
cbabaaababaaababbabbgaaabaabababbbbad	84264192350
cbabaaababaaababbabgbaaabaabababbbbad	84264192350
cbabaaababaaababbagbbaaabaabababbbbad	84264192350
cbabaaababaaababbfabbaaabaabababbbbad	84264192350
cbabaaababaaababgaabbaaabaabababbbbad	84264192350
cbabaaababaaabagbaabbaaabaabababbbbad	84264192350
cbabaaababaaabfabaabbaaabaabababbbbad	84264192350
cbabaaababaaagaabaabbaaabaabababbbbad	84264192350
cbabaaababaafaaabaabbaaabaabababbbbad	84264192350
cbabaaababaebaaabaabbaaabaabababbbbad	84264192350
cbabaaababeabaaabaabbaaabaabababbbbad	84264192350
cbabaaabafbabaaabaabbaaabaabababbbbad	84264192350
cbabaaabebbabaaabaabbaaabaabababbbbad	84264192350
cbabaaafbbbabaaabaabbaaabaabababbbbad	84264192350
cbabaaebbbbabaaabaabbaaabaabababbbbad	84264192350
cbabaeabbbbabaaabaabbaaabaabababbbbad	84264192350
cbabeaabbbbabaaabaabbaaabaabababbbbad	84264192350
cbafbaabbbbabaaabaabbaaabaabababbbbad	84264192350
cbebbaabbbbabaaabaabbaaabaabababbbbad	84264192350
cfbbbaabbbbabaaabaabbaaabaabababbbbad	84264192350
caabbbaabbbbabaaabaabbaaabaabababbbbad	84264192350
caabbbaabbbbabaaabaabbaaabaabababbbbd	42132096175
caabbbaabbbbabaaabaabbaaabaabababbbgd	63198144263
caabbbaabbbbabaaabaabbaaabaabababbgbd	63198144263
caabbbaabbbbabaaabaabbaaabaabababgbbd	63198144263
caabbbaabbbbabaaabaabbaaabaababagbbbd	63198144263
caabbbaabbbbabaaabaabbaaabaababfabbbd	63198144263
caabbbaabbbbabaaabaabbaaabaabagaabbbd	63198144263
caabbbaabbbbabaaabaabbaaabaabfaaabbbd	63198144263
caabbbaabbbbabaaabaabbaaabaagaaaabbbd	63198144263
caabbbaabbbbabaaabaabbaaabafaaaaabbbd	63198144263
caabbbaabbbbabaaabaabbaaabebaaaaabbbd	63198144263
caabbbaabbbbabaaabaabbaaafbbaaaaabbbd	63198144263
caabbbaabbbbabaaabaabbaaebbbaaaaabbbd	63198144263
caabbbaabbbbabaaabaabbaeabbbaaaaabbbd	63198144263
caabbbaabbbbabaaabaabbeaabbbaaaaabbbd	63198144263
caabbbaabbbbabaaabaabfbaabbbaaaaabbbd	63198144263
caabbbaabbbbabaaabaagabaabbbaaaaabbbd	63198144263
caabbbaabbbbabaaabafaabaabbbaaaaabbbd	63198144263
caabbbaabbbbabaaabebaabaabbbaaaaabbbd	63198144263
caabbbaabbbbabaaafbbaabaabbbaaaaabbbd	63198144263
caabbbaabbbbabaaebbbaabaabbbaaaaabbbd	63198144263
caabbbaabbbbabaeabbbaabaabbbaaaaabbbd	63198144263
caabbbaabbbbabeaabbbaabaabbbaaaaabbbd	63198144263
caabbbaabbbbafbaabbbaabaabbbaaaaabbbd	63198144263
caabbbaabbbbebbaabbbaabaabbbaaaaabbbd	63198144263
caabbbaabbbfbbbaabbbaabaabbbaaaaabbbd	63198144263
caabbbaabbgabbbaabbbaabaabbbaaaaabbbd	63198144263
caabbbaabgbabbbaabbbaabaabbbaaaaabbbd	63198144263
caabbbaagbbabbbaabbbaabaabbbaaaaabbbd	63198144263
caabbbafabbabbbaabbbaabaabbbaaaaabbbd	63198144263
caabbbebabbabbbaabbbaabaabbbaaaaabbbd	63198144263
caabbfbbabbabbbaabbbaabaabbbaaaaabbbd	63198144263
caabgabbabbabbbaabbbaabaabbbaaaaabbbd	63198144263
caagbabbabbabbbaabbbaabaabbbaaaaabbbd	63198144263
cafababbabbabbbaabbbaabaabbbaaaaabbbd	63198144263
cebababbabbabbbaabbbaabaabbbaaaaabbbd	63198144263
cbbababbabbabbbaabbbaabaabbbaaaaabbbd	63198144263
cbbababbabbabbbaabbbaabaabbbaaaaabbgd	94797216395
cbbababbabbabbbaabbbaabaabbbaaaaabgbd	94797216395
cbbababbabbabbbaabbbaabaabbbaaaaagbbd	94797216395
cbbababbabbabbbaabbbaabaabbbaaaafabbd	94797216395
cbbababbabbabbbaabbbaabaabbbaaaebabbd	94797216395
cbbababbabbabbbaabbbaabaabbbaaeababbd	94797216395
cbbababbabbabbbaabbbaabaabbbaeaababbd	94797216395
cbbababbabbabbbaabbbaabaabbbeaaababbd	94797216395
cbbababbabbabbbaabbbaabaabbfbaaababbd	94797216395
cbbababbabbabbbaabbbaabaabgabaaababbd	94797216395
cbbababbabbabbbaabbbaabaagbabaaababbd	94797216395
cbbababbabbabbbaabbbaabafababaaababbd	94797216395
cbbababbabbabbbaabbbaabebababaaababbd	94797216395
cbbababbabbabbbaabbbaafbbababaaababbd	94797216395
cbbababbabbabbbaabbbaebbbababaaababbd	94797216395
cbbababbabbabbbaabbbeabbbababaaababbd	94797216395
cbbababbabbabbbaabbfbabbbababaaababbd	94797216395
cbbababbabbabbbaabgababbbababaaababbd	94797216395
cbbababbabbabbbaagbababbbababaaababbd	94797216395
cbbababbabbabbbafabababbbababaaababbd	94797216395
cbbababbabbabbbebabababbbababaaababbd	94797216395
cbbababbabbabbfbbabababbbababaaababbd	94797216395
cbbababbabbabgabbabababbbababaaababbd	94797216395
cbbababbabbagbabbabababbbababaaababbd	94797216395
cbbababbabbfababbabababbbababaaababbd	94797216395
cbbababbabgaababbabababbbababaaababbd	94797216395
cbbababbagbaababbabababbbababaaababbd	94797216395
cbbababbfabaababbabababbbababaaababbd	94797216395
cbbababgaabaababbabababbbababaaababbd	94797216395
cbbabagbaabaababbabababbbababaaababbd	94797216395
cbbabfabaabaababbabababbbababaaababbd	94797216395
cbbagaabaabaababbabababbbababaaababbd	94797216395
cbbfaaabaabaababbabababbbababaaababbd	94797216395
cbgaaaabaabaababbabababbbababaaababbd	94797216395
cgbaaaabaabaababbabababbbababaaababbd	94797216395
cabbaaaabaabaababbabababbbababaaababbd	94797216395
cabbaaaabaabaababbabababbbababaaababgd	142195824593
cabbaaaabaabaababbabababbbababaaabagbd	142195824593
cabbaaaabaabaababbabababbbababaaabfabd	142195824593
cabbaaaabaabaababbabababbbababaaagaabd	142195824593
cabbaaaabaabaababbabababbbababaafaaabd	142195824593
cabbaaaabaabaababbabababbbababaebaaabd	142195824593
cabbaaaabaabaababbabababbbababeabaaabd	142195824593
cabbaaaabaabaababbabababbbabafbabaaabd	142195824593
cabbaaaabaabaababbabababbbabebbabaaabd	142195824593
cabbaaaabaabaababbabababbbafbbbabaaabd	142195824593
cabbaaaabaabaababbabababbbebbbbabaaabd	142195824593
cabbaaaabaabaababbabababbfbbbbbabaaabd	142195824593
cabbaaaabaabaababbabababgabbbbbabaaabd	142195824593
cabbaaaabaabaababbababagbabbbbbabaaabd	142195824593
cabbaaaabaabaababbababfababbbbbabaaabd	142195824593
cabbaaaabaabaababbabagaababbbbbabaaabd	142195824593
cabbaaaabaabaababbabfaaababbbbbabaaabd	142195824593
cabbaaaabaabaababbagaaaababbbbbabaaabd	142195824593
cabbaaaabaabaababbfaaaaababbbbbabaaabd	142195824593
cabbaaaabaabaababgaaaaaababbbbbabaaabd	142195824593
cabbaaaabaabaabagbaaaaaababbbbbabaaabd	142195824593
cabbaaaabaabaabfabaaaaaababbbbbabaaabd	142195824593
cabbaaaabaabaagaabaaaaaababbbbbabaaabd	142195824593
cabbaaaabaabafaaabaaaaaababbbbbabaaabd	142195824593
cabbaaaabaabebaaabaaaaaababbbbbabaaabd	142195824593
cabbaaaabaafbbaaabaaaaaababbbbbabaaabd	142195824593
cabbaaaabaebbbaaabaaaaaababbbbbabaaabd	142195824593
cabbaaaabeabbbaaabaaaaaababbbbbabaaabd	142195824593
cabbaaaafbabbbaaabaaaaaababbbbbabaaabd	142195824593
cabbaaaebbabbbaaabaaaaaababbbbbabaaabd	142195824593
cabbaaeabbabbbaaabaaaaaababbbbbabaaabd	142195824593
cabbaeaabbabbbaaabaaaaaababbbbbabaaabd	142195824593
cabbeaaabbabbbaaabaaaaaababbbbbabaaabd	142195824593
cabfbaaabbabbbaaabaaaaaababbbbbabaaabd	142195824593
cagabaaabbabbbaaabaaaaaababbbbbabaaabd	142195824593
cfaabaaabbabbbaaabaaaaaababbbbbabaaabd	142195824593
caaaabaaabbabbbaaabaaaaaababbbbbabaaabd	142195824593
caaaabaaabbabbbaaabaaaaaababbbbbabaaagd	213293736890
caaaabaaabbabbbaaabaaaaaababbbbbabaafad	213293736890
caaaabaaabbabbbaaabaaaaaababbbbbabaebad	213293736890
caaaabaaabbabbbaaabaaaaaababbbbbabeabad	213293736890
caaaabaaabbabbbaaabaaaaaababbbbbafbabad	213293736890
caaaabaaabbabbbaaabaaaaaababbbbbebbabad	213293736890
caaaabaaabbabbbaaabaaaaaababbbbfbbbabad	213293736890
caaaabaaabbabbbaaabaaaaaababbbgabbbabad	213293736890
caaaabaaabbabbbaaabaaaaaababbgbabbbabad	213293736890
caaaabaaabbabbbaaabaaaaaababgbbabbbabad	213293736890
caaaabaaabbabbbaaabaaaaaabagbbbabbbabad	213293736890
caaaabaaabbabbbaaabaaaaaabfabbbabbbabad	213293736890
caaaabaaabbabbbaaabaaaaaagaabbbabbbabad	213293736890
caaaabaaabbabbbaaabaaaaafaaabbbabbbabad	213293736890
caaaabaaabbabbbaaabaaaaebaaabbbabbbabad	213293736890
caaaabaaabbabbbaaabaaaeabaaabbbabbbabad	213293736890
caaaabaaabbabbbaaabaaeaabaaabbbabbbabad	213293736890
caaaabaaabbabbbaaabaeaaabaaabbbabbbabad	213293736890
caaaabaaabbabbbaaabeaaaabaaabbbabbbabad	213293736890
caaaabaaabbabbbaaafbaaaabaaabbbabbbabad	213293736890
caaaabaaabbabbbaaebbaaaabaaabbbabbbabad	213293736890
caaaabaaabbabbbaeabbaaaabaaabbbabbbabad	213293736890
caaaabaaabbabbbeaabbaaaabaaabbbabbbabad	213293736890
caaaabaaabbabbfbaabbaaaabaaabbbabbbabad	213293736890
caaaabaaabbabgabaabbaaaabaaabbbabbbabad	213293736890
caaaabaaabbagbabaabbaaaabaaabbbabbbabad	213293736890
caaaabaaabbfababaabbaaaabaaabbbabbbabad	213293736890
caaaabaaabgaababaabbaaaabaaabbbabbbabad	213293736890
caaaabaaagbaababaabbaaaabaaabbbabbbabad	213293736890
caaaabaafabaababaabbaaaabaaabbbabbbabad	213293736890
caaaabaebabaababaabbaaaabaaabbbabbbabad	213293736890
caaaabeababaababaabbaaaabaaabbbabbbabad	213293736890
caaaafbababaababaabbaaaabaaabbbabbbabad	213293736890
caaaebbababaababaabbaaaabaaabbbabbbabad	213293736890
caaeabbababaababaabbaaaabaaabbbabbbabad	213293736890
caeaabbababaababaabbaaaabaaabbbabbbabad	213293736890
ceaaabbababaababaabbaaaabaaabbbabbbabad	213293736890
cbaaabbababaababaabbaaaabaaabbbabbbabad	213293736890
cbaaabbababaababaabbaaaabaaabbbabbbabd	106646868445
